#Frame          align      tailrms
    2069       1.3600       6.1028
    2070       1.3664       5.0300
    2071       1.0424       5.6540
    2072       1.2708       6.0007
    2073       1.2410       6.1439
    2074       1.2695       6.4331
    2075       1.3418       7.0350
    2076       1.2965       7.4478
    2077       1.2558       7.9911
    2078       1.4088       5.9475
    2079       1.4183       7.3656
    2080       1.3524       7.4016
    2081       1.2929       7.0117
    2082       1.3138       6.9844
    2083       1.4118       7.0716
    2084       1.3214       7.7485
    2085       1.3478       8.4650
    2086       1.3724       9.7702
    2087       1.2750       8.6112
    2088       1.2160       7.2833
    2089       1.3576       5.1415
    2090       1.4909       4.7971
    2091       1.3110       5.3360
    2092       1.3537       7.2115
    2093       1.1925       7.0976
    2094       1.4665       7.6747
    2095       1.4568       7.6649
    2096       1.3584       7.6127
    2097       1.3276       7.2394
    2098       1.3438       7.6017
    2099       1.2660       7.4957
    2100       1.5190       7.7515
    2101       1.3168       6.5230
    2102       1.3081       7.9806
    2103       1.2640       8.2404
    2104       1.3833       7.8709
    2105       1.2757       7.9842
    2106       1.4196       8.3669
    2107       1.7118       7.9016
    2108       1.2834       7.4802
    2109       1.3317       7.6561
    2110       1.2558       7.9165
    2111       1.4177       8.0732
    2112       1.3481       7.4703
    2113       1.3964       8.3350
    2114       1.5788       8.5831
    2115       1.4929       8.3310
    2116       1.5566       7.2191
    2117       1.4727       6.6239
    2118       1.6254       8.5933
    2119       1.5940       7.7967
    2120       1.4578       8.1876
    2121       1.4093       7.6491
    2122       1.6105       6.9271
    2123       1.5125       6.9720
    2124       1.5251       7.4839
    2125       1.4499       8.0730
    2126       1.6231       6.7571
    2127       1.5431       7.5792
    2128       1.5865       7.8861
    2129       1.5103       7.1953
    2130       1.4195       7.4569
    2131       1.4914       8.9830
    2132       1.3177       8.1046
    2133       1.3202       8.2085
    2134       1.4952       8.0389
    2135       1.4870       8.1747
    2136       1.4243       7.7569
    2137       1.6470       7.1331
    2138       1.5821       7.7000
    2139       1.4472       8.0220
    2140       1.3425       7.7776
    2141       1.2014       7.8060
    2142       1.3507       8.3317
    2143       1.5959       7.8772
    2144       1.5004       8.5823
    2145       1.4664       8.6247
    2146       1.3494       7.9432
    2147       1.4618       8.3104
    2148       1.3859       7.5274
    2149       1.2543       7.7175
    2150       1.4144       9.0051
    2151       1.2773       8.9472
    2152       1.4904       6.8293
    2153       1.3187       7.6355
    2154       1.5271       8.4897
    2155       1.5682       8.6265
    2156       1.4001       7.7484
    2157       1.3452       7.5299
    2158       1.3293       8.0238
    2159       1.4104       7.6676
    2160       1.4032       8.3540
    2161       1.4909       6.5978
    2162       1.4794       7.9918
    2163       1.4779       7.8661
    2164       1.2951       7.8473
    2165       1.2156       7.7906
    2166       1.8079       8.0809
    2167       1.6476       8.7763
    2168       1.3838       7.8360
    2169       1.5244       8.6938
    2170       1.3298       8.1493
    2171       1.2303       8.2048
    2172       1.1041       7.8411
    2173       1.2756       6.5539
    2174       1.3178       7.9956
    2175       1.3122       7.9632
    2176       1.3154       6.6994
    2177       1.2973       7.5724
    2178       1.1835       7.7767
    2179       1.3268       8.6528
    2180       1.4405       7.2439
    2181       1.3285       8.1449
    2182       1.2920       8.9432
    2183       1.3147       8.4468
    2184       1.3535       6.4830
    2185       1.3121       8.3084
    2186       1.3545       7.8549
    2187       1.4081      10.2006
    2188       1.4858      11.1444
    2189       1.3625      13.0685
    2190       1.4687       8.6692
    2191       1.3005       5.5952
    2192       1.3543       4.4152
    2193       1.4409       5.9226
    2194       1.2724       7.1017
    2195       1.4468       9.1337
    2196       1.3908       8.2814
    2197       1.2235       5.7761
    2198       1.4848       7.5479
    2199       1.3827       9.5047
    2200       1.2736       7.0314
    2201       1.2793       8.6007
    2202       1.1149       7.8294
    2203       1.4749       5.7003
    2204       1.2319       5.2741
    2205       1.2422       4.5626
    2206       1.3280       5.6560
    2207       1.3999       5.3991
    2208       1.3531       5.8631
    2209       1.3799       5.4236
    2210       1.6804       5.2262
    2211       1.5346       6.3089
    2212       1.3425       5.2003
    2213       1.3110       6.0349
    2214       1.6533       5.8948
    2215       1.2430       4.5452
    2216       1.0711       6.6522
    2217       1.1648       6.0892
    2218       1.1050       6.9890
    2219       1.0005       8.2898
    2220       1.2770       6.1335
    2221       1.5562       7.3916
    2222       1.3326       7.9491
    2223       1.3641       6.8020
    2224       1.3398       8.5762
    2225       1.2530      10.0246
    2226       1.3365       8.4700
    2227       1.2324       7.9077
    2228       1.5458       8.0758
    2229       1.1911       7.0532
    2230       1.2883       6.4104
    2231       1.3773       6.2126
    2232       1.3865       5.1400
    2233       1.2673       6.6951
    2234       1.3632       8.7040
    2235       1.3835       8.5422
    2236       1.2317      11.8101
    2237       1.1522      11.5540
    2238       1.1242      11.9841
    2239       1.0184      11.9204
    2240       1.3054      10.1331
    2241       1.3264      12.6769
    2242       1.3168       6.7518
    2243       1.2329       5.6633
    2244       1.3559       4.1620
    2245       1.1998       3.7449
    2246       1.2686       5.2294
    2247       1.3953       5.2746
    2248       1.2717       4.9673
    2249       1.3235       5.0389
    2250       1.2789       5.9711
    2251       1.3672       5.8698
    2252       1.4572       8.7443
    2253       1.2322       8.7072
    2254       1.3788       8.4085
    2255       1.2389       9.1642
    2256       1.4289       7.8656
    2257       1.2929       6.0749
    2258       1.4820       7.0847
    2259       1.3896       4.7717
    2260       1.3356       6.0323
    2261       1.3590       6.1415
    2262       1.5464       6.7385
    2263       1.5797       7.9161
    2264       1.6184       6.5647
    2265       1.6751       5.4169
    2266       1.4048       4.2313
    2267       1.5042       6.1700
    2268       1.5458       4.9691
    2269       1.4956       3.7500
    2270       1.4733       5.6696
    2271       1.2692       5.5018
    2272       1.4926       5.9208
    2273       1.4704       4.4172
    2274       1.5603       7.5764
    2275       1.5557       6.2101
    2276       1.7434       6.6991
    2277       1.2522       6.6057
    2278       1.2397       5.3752
    2279       1.3253       5.5106
    2280       1.3590       3.7089
    2281       1.1870       5.4894
    2282       1.3693       3.7959
    2283       1.5042       5.9074
    2284       1.4880       6.1766
    2285       1.2551       6.8730
    2286       1.6951       5.4164
    2287       1.4926       5.7111
    2288       1.3526       5.6974
    2289       1.4668       5.0580
    2290       1.2546       3.6546
    2291       1.6032       5.0226
    2292       1.6466       5.4293
    2293       1.6867       5.5154
    2294       1.5673       4.8542
    2295       1.5399       4.6347
    2296       1.6912       6.2312
    2297       1.4590       5.7656
    2298       1.3726       4.4918
    2299       1.3688       4.2798
    2300       1.2223       7.3740
    2301       1.3669       7.3306
    2302       1.3687       7.9967
    2303       1.2140       6.2340
    2304       1.1403       6.6570
    2305       1.2897       4.4684
    2306       1.3158       6.9075
    2307       1.3338       4.2224
    2308       1.3169       6.1040
    2309       1.5563       7.2658
    2310       1.3574       6.8896
    2311       1.3990       6.7984
    2312       1.3387       8.8988
    2313       1.3065       8.4152
    2314       1.3112       9.3431
    2315       1.2377       8.0344
    2316       1.4880       9.8599
    2317       1.3354      10.3085
    2318       1.5347       9.8906
    2319       1.3338       8.9642
    2320       1.1389       8.9744
    2321       1.2606       8.7151
    2322       1.3433       9.3513
    2323       1.1709       9.8893
    2324       1.2474       9.9191
    2325       1.2286       8.5654
    2326       1.4635       8.6624
    2327       1.1781      10.8313
    2328       1.1536      11.3134
    2329       0.9826      11.1561
    2330       1.1834      11.5577
    2331       1.2027      10.0373
    2332       1.4611      11.0227
    2333       1.3671      10.5155
    2334       1.0668       9.6357
    2335       1.4367      11.0442
    2336       1.5245       9.6487
    2337       1.1876       8.7806
    2338       1.1280       8.1403
    2339       1.3669       6.5600
    2340       1.4271       5.8626
    2341       1.4695       6.1273
    2342       1.4168       5.5666
    2343       1.3179       6.3409
    2344       1.3911       4.6997
    2345       1.3605       4.1557
    2346       1.3820       3.8578
    2347       1.4644       6.3991
    2348       1.2701       6.3644
    2349       1.1944       5.7278
    2350       1.1101       5.4986
    2351       1.2607       8.0757
    2352       1.2357       8.6624
    2353       1.4101       9.8154
    2354       1.2522       8.6150
    2355       1.2230       8.6734
    2356       1.1798       8.4329
    2357       1.2184       8.7449
    2358       1.1658       8.8397
    2359       1.3002       9.5455
    2360       1.4243       6.5559
    2361       1.4035       6.5923
    2362       1.3467       6.7976
    2363       1.3554       6.1299
    2364       1.4508       7.4171
    2365       1.3669       7.7166
    2366       1.2745       6.4955
    2367       1.3163       8.5129
    2368       1.6066       7.2058
    2369       1.3689       5.6197
    2370       1.3296       4.0928
    2371       1.3414       3.9229
    2372       1.4237       3.9816
    2373       1.3054       2.6275
    2374       1.4381       3.5626
    2375       1.4584       3.6507
    2376       1.4664       5.1770
    2377       1.3187       6.5371
    2378       1.3133       5.9101
    2379       1.2658       5.0399
    2380       1.3855       4.9465
    2381       1.4403       3.6968
    2382       1.2394       4.5933
    2383       1.3695       5.9788
    2384       1.1910       6.2498
    2385       1.3253       6.1621
    2386       1.3170       7.4340
    2387       1.2440       7.0143
    2388       1.1171       6.9774
    2389       1.3972       7.7853
    2390       1.3872       6.3232
    2391       1.3560       7.2095
    2392       1.3287       5.6044
    2393       1.3348       6.9840
    2394       1.3700       7.1090
    2395       1.4467       5.4823
    2396       1.5248       7.9007
    2397       1.5188       7.9211
    2398       1.7403       7.3885
    2399       1.4832       6.5590
    2400       1.4234       7.9185
    2401       1.3924       7.2848
    2402       1.3813       6.9345
    2403       1.3986       7.3601
    2404       1.3156       6.4156
    2405       1.2735       7.3174
    2406       1.3741       8.0280
    2407       1.4784       6.5290
    2408       1.4556       8.3327
    2409       1.4629       6.9719
    2410       1.6999       7.2236
    2411       1.3392       7.2091
    2412       1.5304       7.0454
    2413       1.3099       7.2176
    2414       1.4017       6.6936
    2415       1.5031       6.1409
    2416       1.4342       7.1727
    2417       1.5004       6.9952
    2418       1.4126       5.3459
    2419       1.5871       6.6100
    2420       1.7615       6.1095
    2421       1.6038       5.9783
    2422       1.6055       7.6367
    2423       1.6489       6.9333
    2424       1.5469       7.0666
    2425       1.6256       7.6705
    2426       1.6230       7.7845
    2427       1.8612       8.4928
    2428       1.7224       6.8846
    2429       1.5785       6.9748
    2430       1.4805       5.7958
    2431       1.7093       6.1866
    2432       1.6558       7.9388
    2433       1.4944       8.5965
    2434       1.4576       6.9133
    2435       1.5660       7.8578
    2436       1.6097       6.7504
    2437       1.7006       8.3919
    2438       1.2394       6.5456
    2439       1.5544       7.5156
    2440       1.3964       7.1844
    2441       1.4461       6.2655
    2442       1.5143       6.1080
    2443       1.4995       6.7558
    2444       1.5016       7.5517
    2445       1.5671       7.1635
    2446       1.4663       6.3318
    2447       1.3193       7.4481
    2448       1.5585       9.6711
    2449       1.5297       9.8412
    2450       1.5196      10.1071
    2451       1.3067       8.9627
    2452       1.4861       8.8298
    2453       1.5947       9.5458
    2454       1.5694       8.9578
    2455       1.4522       8.5481
    2456       1.5352       8.2941
    2457       1.6793       8.0968
    2458       1.7273       9.7743
    2459       1.7576       9.7470
    2460       1.6771       9.9022
    2461       1.5633       9.8819
    2462       1.5666       9.0314
    2463       1.5226       9.2861
    2464       1.5445       9.7020
    2465       1.5689      10.3538
    2466       1.4511       9.8786
    2467       1.6060       9.7678
    2468       1.3866       9.2258
    2469       1.4861      10.8883
    2470       1.4605      10.0842
    2471       1.4393      10.5573
    2472       1.4670      11.2267
    2473       1.4872       8.8992
    2474       1.4127       9.3958
    2475       1.6160       9.0732
    2476       1.4271       9.7320
    2477       1.4711       9.3446
    2478       1.5872       9.9125
    2479       1.6106      10.5673
    2480       1.4725       9.1234
    2481       1.4058      11.0857
    2482       1.4697       9.4947
    2483       1.4543      10.0309
    2484       1.6402       9.5821
    2485       1.5884       8.8638
    2486       1.4966       9.4038
    2487       1.5846      10.1187
    2488       1.4332       9.3547
    2489       1.5389       9.4743
    2490       1.5340       8.8154
    2491       1.5289       9.0508
    2492       1.8539      10.5803
    2493       1.7103      10.8473
    2494       1.5658      10.1977
    2495       1.7192      10.3506
    2496       1.6339      10.3065
    2497       1.4430       9.9763
    2498       1.5550       9.8218
    2499       1.5489       9.9726
    2500       1.5529       9.5834
    2501       1.7472      10.3236
    2502       1.6054      10.5032
    2503       1.5655       8.4562
    2504       1.6028      10.1594
    2505       1.5232      10.1684
    2506       1.5248      10.2792
    2507       1.6041      10.0030
    2508       1.6263      10.5931
    2509       1.5825      10.6715
    2510       1.5386      10.4044
    2511       1.7302      10.6715
    2512       1.6393      10.8513
    2513       1.6413      10.0284
    2514       1.6658      10.1091
    2515       1.5631       9.3780
    2516       1.4928       9.8585
    2517       1.4614       9.4505
    2518       1.5520      10.8600
    2519       1.7212      10.1681
    2520       1.6673       9.9748
    2521       1.5021       9.4719
    2522       1.5027       9.0509
    2523       1.7579      10.2196
    2524       1.6673       9.9376
    2525       1.7541      10.4472
    2526       1.5944      11.0724
    2527       1.6846      11.2325
    2528       1.6796       9.9492
    2529       1.8182       9.8961
    2530       1.5067       8.8732
    2531       1.5431       9.3648
    2532       1.5483       9.7353
    2533       1.4852       9.0493
    2534       1.5655      11.3025
    2535       1.4770      10.0308
    2536       1.6296       8.8747
    2537       1.7342       8.9412
    2538       1.4294       8.5235
    2539       1.6011       9.4322
    2540       1.5853      10.0694
    2541       1.4616      10.0952
    2542       1.5072       9.6656
    2543       1.7121       8.8921
    2544       1.6232       9.7193
    2545       1.5475       9.3224
    2546       1.6287       9.8014
    2547       1.6747       9.6479
    2548       1.5760      10.8434
    2549       1.6759      10.5988
    2550       1.4851       9.7267
    2551       1.5365       9.2856
    2552       1.6312       9.8391
    2553       1.7816       9.9875
    2554       1.9698      10.5592
    2555       1.6226      10.3996
    2556       1.6810       9.8502
    2557       1.7618      11.2212
    2558       1.8733       9.4019
    2559       1.7658       9.5335
    2560       1.7875       8.9460
    2561       1.6607       8.9212
    2562       1.7300       8.8681
    2563       1.7347       7.6201
    2564       1.6251       8.7990
    2565       1.8758       9.9648
    2566       1.8540       9.9066
    2567       1.8576      10.6504
    2568       1.7241      10.0607
    2569       1.8374       8.8424
    2570       1.6420       8.6285
    2571       1.5396       9.2791
    2572       1.7434       9.5914
    2573       1.5665      10.6494
    2574       1.6206       9.3324
    2575       1.6888       9.4501
    2576       1.5323       9.4627
    2577       1.7179      10.0185
    2578       1.6019      10.3782
    2579       1.5196       9.8046
    2580       1.5020       8.9973
    2581       1.7337       9.9484
    2582       1.4249      10.0043
    2583       1.4159       9.8343
    2584       1.4984      10.4573
    2585       1.7454       9.1033
    2586       1.5923      10.1465
    2587       1.4222      10.2243
    2588       1.5848      10.0273
    2589       1.6055      10.2091
    2590       1.6634      10.5829
    2591       1.6534       9.5942
    2592       1.6018      10.5228
    2593       1.6247       9.8319
    2594       1.6890      10.6465
    2595       1.5031       9.7409
    2596       1.8509      10.0484
    2597       1.6643      10.1849
    2598       1.5475       9.5075
    2599       1.5172       9.0620
    2600       1.5279      10.3084
    2601       1.3948       9.0014
    2602       1.6348      10.6714
    2603       1.4721       9.5410
    2604       1.5527       9.9554
    2605       1.6449       8.5639
    2606       1.6768       8.8202
    2607       1.8463       9.4366
    2608       1.6226       8.7843
    2609       1.6205       8.9228
    2610       1.4505       9.1293
    2611       1.6974       8.4932
    2612       1.6277       9.5526
    2613       1.7120       9.4793
    2614       1.6598       9.6350
    2615       1.4619      10.0960
    2616       1.5950      12.4460
    2617       1.5747       9.8428
    2618       1.5628       9.3111
    2619       1.6150       9.1402
    2620       1.5311      10.2663
    2621       1.5480       8.8931
    2622       1.5498       9.5616
    2623       1.6404       9.7411
    2624       1.5852       9.7524
    2625       1.4688       9.8748
    2626       1.4909       9.9522
    2627       1.4655       9.5336
    2628       1.5364       9.6575
    2629       1.5465      10.0803
    2630       1.7094      10.7745
    2631       1.6232       9.5255
    2632       1.7981      10.2040
    2633       1.5428      10.5886
    2634       1.7318      10.4497
    2635       1.4254      10.0399
    2636       1.5381       8.7799
    2637       1.7125       8.8564
    2638       1.4044       9.4229
    2639       1.7211       9.4473
    2640       2.1254       9.8801
    2641       1.7585       9.3559
    2642       1.7215      10.2768
    2643       1.5247       9.0795
    2644       1.5403       9.4588
    2645       1.6134       9.6856
    2646       1.4957       9.7354
    2647       1.5206       8.7894
    2648       1.8015      10.1045
    2649       1.6539       9.0194
    2650       1.4717       8.6240
    2651       1.6180       9.0042
    2652       1.6400       8.4507
    2653       1.4884       8.6986
    2654       1.3632       8.2480
    2655       1.4583       9.7005
    2656       1.4139       8.7021
    2657       1.4285      10.4933
    2658       1.5650       8.6680
    2659       1.4626       8.3638
    2660       1.5987       7.8183
    2661       1.6140       9.2687
    2662       1.5941       7.7221
    2663       1.5397       7.5653
    2664       1.5014       8.7278
    2665       1.4659       7.9081
    2666       1.5228       8.6561
    2667       1.5770       8.2523
    2668       1.5454       9.4660
    2669       1.5011       8.5092
    2670       1.3183       9.0173
    2671       1.2730       9.1472
    2672       1.4042       8.8827
    2673       1.4603       8.7218
    2674       1.5462       8.1312
    2675       1.2735       8.0944
    2676       1.2901       8.3712
    2677       1.2896       8.5694
    2678       1.3258       9.1818
    2679       1.5509       8.4606
    2680       1.1998       9.8068
    2681       1.2290       9.6586
    2682       1.3013       9.3035
    2683       1.0727       8.8330
    2684       1.2839       9.2025
    2685       1.4190       9.9367
    2686       1.3302      10.2774
    2687       1.1066       9.8922
    2688       1.5507       9.9509
    2689       1.3151       9.7558
    2690       1.2212      10.3758
    2691       1.3614       9.9857
    2692       1.3317       8.1931
    2693       1.6421       9.6691
    2694       1.4913       9.9510
    2695       1.3907       9.5786
    2696       1.4419       8.5455
    2697       1.3368       8.4721
    2698       1.4645       7.9357
    2699       1.3927       7.1611
    2700       1.4068       7.6458
    2701       1.2891       7.0760
    2702       1.6911       9.9896
    2703       1.2783       8.4519
    2704       1.3295      10.3164
    2705       1.5844       9.4561
    2706       1.4964      10.4610
    2707       1.3614       9.1057
    2708       1.3704       8.1372
    2709       1.3376       9.9045
    2710       1.6998      12.4794
    2711       1.4591       9.3186
    2712       1.4158       7.9690
    2713       1.3667       7.4570
    2714       1.2532       8.2377
    2715       1.3117       9.4591
    2716       1.2326       7.2716
    2717       1.2407       7.0872
    2718       1.1665       5.4981
    2719       1.4829       7.5996
    2720       1.4048       6.2083
    2721       1.3576       6.7196
    2722       1.1622       7.6432
    2723       1.3513       9.3280
    2724       1.4647      10.8596
    2725       1.2482       9.9468
    2726       1.2806       7.5891
    2727       1.1500       7.0483
    2728       1.2816       9.7320
    2729       1.2958       7.1773
    2730       1.3768       9.3021
    2731       1.3229       7.3370
    2732       1.3966       7.3307
    2733       1.5142       9.0579
    2734       1.4558       9.3296
    2735       1.4800       8.2511
    2736       1.3174       6.2882
    2737       1.4184       7.1159
    2738       1.2223       6.7878
    2739       1.1325       6.3932
    2740       1.4561       7.0631
    2741       1.1884       7.0560
    2742       1.3643       7.3601
    2743       1.2785       6.7860
    2744       1.3963       6.9048
    2745       1.3702       6.4098
    2746       1.1625       5.9611
    2747       1.2250       6.1181
    2748       1.4114       8.4773
    2749       1.4883       9.8717
    2750       1.2383       5.8473
    2751       1.4350       6.9943
    2752       1.3670       7.0587
    2753       1.3962       7.3891
    2754       1.6029       6.6343
    2755       1.3279       6.9636
    2756       1.4331       7.0458
    2757       1.2063       7.3377
    2758       1.2848       7.0872
    2759       1.6167       7.1676
    2760       1.6499       6.8152
    2761       1.3024       6.6611
    2762       1.4052       7.1934
    2763       1.2446       8.3885
    2764       1.3753       9.9091
    2765       1.3802      11.1657
    2766       1.2750      11.3279
    2767       1.3167       9.8892
    2768       1.1568       9.8530
    2769       1.3843       8.0568
    2770       1.3474       7.6163
    2771       1.3563       8.6578
    2772       1.3931       9.6321
    2773       1.2104       8.4927
    2774       1.3571       8.4245
    2775       1.4345       7.9335
    2776       1.4119       8.0897
    2777       1.2521       8.8121
    2778       1.3917       8.2169
    2779       1.3721       8.5418
    2780       1.3511       8.6326
    2781       1.4082       7.5098
    2782       1.6999       7.6471
    2783       1.6210       6.4301
    2784       1.3763       8.3548
    2785       1.3686       8.2197
    2786       1.4434       6.7570
    2787       1.3291       6.1191
    2788       1.4045       8.2205
    2789       1.3849       9.4505
    2790       1.3810       7.7213
    2791       1.3600       9.2987
    2792       1.3367       6.6022
    2793       1.3573       7.3002
    2794       1.2793       7.2480
    2795       1.4206       6.2846
    2796       1.2933       6.7391
    2797       1.4252       6.0551
    2798       1.4237       6.2165
    2799       1.4213       7.0908
    2800       1.4038       5.4082
    2801       1.2531       7.9830
    2802       1.5948       5.9388
    2803       1.4012       5.4746
    2804       1.3792       4.5786
    2805       1.3407       6.1500
    2806       1.5600       9.8223
    2807       1.4222       7.5362
    2808       1.3379      10.4530
    2809       1.3583       9.6506
    2810       1.3680       9.9866
    2811       1.4172       9.1639
    2812       1.3888      10.2253
    2813       1.3902       8.8977
    2814       1.5093       8.1527
    2815       1.4559       9.2469
    2816       1.4495       8.9294
    2817       1.2922       9.5919
    2818       1.4479       9.9617
    2819       1.4231       9.6142
    2820       1.4463       8.9055
    2821       1.4305       8.0745
    2822       1.3819       8.7184
    2823       1.5518       9.3140
    2824       1.6509       9.5305
    2825       1.3693      10.0868
    2826       1.2847      10.3846
    2827       1.3418       9.6304
    2828       1.5981       8.2739
    2829       1.4359       9.3112
    2830       1.3913       8.6806
    2831       1.3060       7.4306
    2832       1.3638       7.0412
    2833       1.4127       8.9373
    2834       1.3726       7.1783
    2835       1.4621       7.9995
    2836       1.4017       8.3968
    2837       1.6518       9.2577
    2838       1.4362       6.8846
    2839       1.5281       7.9193
    2840       1.3055       7.1781
    2841       1.3537       7.4131
    2842       1.4478       6.7133
    2843       1.3839       7.3505
    2844       1.3880       7.8029
    2845       1.6849       6.5641
    2846       1.4376       7.5184
    2847       1.4801       9.5815
    2848       1.2938       8.0006
    2849       1.4335       7.8456
    2850       1.2853       8.5578
    2851       1.4798       8.2820
    2852       1.4146       6.2900
    2853       1.5389       7.5601
    2854       1.3600       7.0033
    2855       1.2403       8.5269
    2856       1.5427       8.7576
    2857       1.6842       9.4103
    2858       1.6566      10.3391
    2859       1.4511       9.6400
    2860       1.6536      11.2768
    2861       1.5113       9.3926
    2862       1.5443       9.6712
    2863       1.5263       8.8523
    2864       1.4763       9.1912
    2865       1.4069       7.3959
    2866       1.3526       7.9214
    2867       1.2627       8.5703
    2868       1.2352       8.0511
    2869       1.2351       8.9584
    2870       1.4788      10.2320
    2871       1.4567       8.7112
    2872       1.2802       8.3687
    2873       1.3508       7.5588
    2874       1.3110       7.7319
    2875       1.2534       8.9105
    2876       1.3222       9.4126
    2877       1.2820       8.3204
    2878       1.2295       7.8160
    2879       1.4285       8.2974
    2880       1.2939       7.8748
    2881       1.1738       7.7978
    2882       1.2537       9.1777
    2883       1.3000       8.2584
    2884       1.3282       9.8662
    2885       1.4593       7.7208
    2886       1.3635       7.2074
    2887       1.5138       7.9814
    2888       1.4881       8.7170
    2889       1.3677       7.5888
    2890       1.1529      10.1136
    2891       1.5814      10.2336
    2892       1.2997      10.4044
    2893       1.1705       7.7970
    2894       1.0078       7.9684
    2895       1.1324       8.4074
    2896       1.4633       7.8682
    2897       1.4453       9.6853
    2898       1.3910       8.1952
    2899       1.3169       7.7502
    2900       1.3733       9.1092
    2901       1.4009       7.9781
    2902       1.3302       9.6440
    2903       1.3128       9.9277
    2904       1.3768       9.0966
    2905       1.3071       7.6388
    2906       1.4777       8.2456
    2907       1.2414       8.2403
    2908       1.3471       9.0186
    2909       1.2325       9.3520
    2910       1.2127       8.3825
    2911       1.3101       8.9266
    2912       1.2418       8.2147
    2913       1.2595       9.4990
    2914       1.2354       7.7722
    2915       1.4118       8.4131
    2916       1.4115       8.8793
    2917       1.4215       8.5331
    2918       1.2340       8.4550
    2919       1.3996       8.9048
    2920       1.3439       6.6159
    2921       1.1842       7.7193
    2922       1.2385       8.3409
    2923       1.2565       7.5894
    2924       1.2619       9.0236
    2925       1.3316       8.7878
    2926       1.2638       8.8365
    2927       1.4011       7.7134
    2928       1.4657       7.3123
    2929       1.7937      11.4345
    2930       1.4571       9.1855
    2931       1.3315       8.9060
    2932       1.4823       8.5314
    2933       1.4050       9.5492
    2934       1.4123      10.4495
    2935       1.3214       8.4825
    2936       1.4844       9.4994
    2937       1.6859       9.3706
    2938       1.6405       6.7310
    2939       1.4316       8.5562
    2940       1.4579       7.8642
    2941       1.2763       7.7845
    2942       1.3026       7.6778
    2943       1.3118      10.4881
    2944       1.4008      10.1262
    2945       1.6061      10.3509
    2946       1.5516       9.2998
    2947       1.5490       7.2720
    2948       1.6491       8.2359
    2949       1.4935       8.9192
    2950       1.4129       9.5975
    2951       1.3538       9.1310
    2952       1.5545       9.5230
    2953       1.3227       8.7339
    2954       1.4092       8.3119
    2955       1.6673       7.8147
    2956       1.3982       8.2566
    2957       1.3639       8.0996
    2958       1.3446       9.7405
    2959       1.3780      10.9430
    2960       1.5498      10.5268
    2961       1.4619      10.4668
    2962       1.2920      10.4281
    2963       1.3169       9.8144
    2964       1.7671      10.4474
    2965       1.4236       9.1028
    2966       1.3727       7.8942
    2967       1.6719       8.9019
    2968       1.4225       8.9384
    2969       1.6865       8.9958
    2970       1.8202       8.6999
    2971       1.4473       9.3268
    2972       1.5750       9.4455
    2973       1.4927       8.9298
    2974       1.2970       9.3091
    2975       1.4599       8.8952
    2976       1.8818      10.4513
    2977       1.6309       8.9396
    2978       1.7110      10.0062
    2979       1.3603       8.8691
    2980       1.3749       8.7543
    2981       1.3418       8.5888
    2982       1.5208       8.3886
    2983       1.3649       8.7979
    2984       1.3359       8.7987
    2985       1.6254      10.4767
    2986       1.4667      11.4882
    2987       1.6310       9.7387
    2988       1.5904      10.2248
    2989       1.3604       9.1890
    2990       1.5968       9.5123
    2991       1.6423      10.0318
    2992       1.3145       9.6028
    2993       1.5382      11.1858
    2994       1.3268       9.5690
    2995       1.4602       9.0625
    2996       1.4148      12.0451
    2997       1.3093      13.8947
    2998       1.2586      10.7912
    2999       1.5831       9.5550
    3000       1.6283      12.3775
